date,page,img,link,title,content
20210629,1,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243687.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243687,Virus Outbreak India,A health worker administers the Covishield vaccine during a special vac …AP연합뉴스1분전
20210629,1,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243686.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243686,Virus Outbreak India,People wait in an observation room after receiving the Covishield COVID …AP연합뉴스1분전
20210629,1,https://imgnews.pstatic.net/image/origin/374/2021/06/29/249198.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=374&aid=0000249198,[숫자로 본 경제] 1억7165만 원,"'1억7,165만 원' 2019년 기준 개인사업자들이 지고 있는 평균 빚 규모입니다. 직전 해인 2018년보다 3% 넘게 늘어난 …SBS Biz1분전"
20210629,1,https://imgnews.pstatic.net/image/origin/082/2021/06/29/1102927.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001102927,"북미·유럽, 인간이 만든 ‘혹독한 폭염’에 갇히다",북미를 비롯한 세계 곳곳에서 기록적인 폭염이 이어지는 가운데 28일(현지시간) 미국 워싱턴 DC의 한 공원 폭포에서 한 어린이가 …부산일보신문14면  TOP1분전
20210629,1,https://imgnews.pstatic.net/image/origin/082/2021/06/29/1102926.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001102926,미 반독점 소송 페이스북 ‘승소’,미국 워싱턴DC 연방법원은 28일(현지시간) 미 연방거래위원회(FTC)와 46개 주(州) 검찰총장들이 세계 최대 소셜미디어 페이 …부산일보신문14면 1분전
20210629,1,https://imgnews.pstatic.net/image/origin/082/2021/06/29/1102925.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=082&aid=0001102925,앞으로 파나마운하서 ‘컨테이너 선박’ 못 볼 수도…,28일(현지시간) 미국 워싱턴 DC 백악관 앞에서 시위대들이 기후 변화를 막기 위한 행동에 나설 것을 촉구하는 행진을 벌이고 있 …부산일보신문14면 1분전
20210629,1,https://imgnews.pstatic.net/image/origin/016/2021/06/29/1854717.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=016&aid=0001854717,이재명 3色 공정..성공했나,"[헤럴드경제(수원)=박정규 기자]“억울함이 없는 세상, 공정한 경기도를 만들라는 도민의 명령을 충실하게 따르겠습니다” 이재명 경 …헤럴드경제1분전"
20210629,2,https://imgnews.pstatic.net/image/origin/003/2021/06/29/10579185.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0010579185,뜨거운 관심  ‘이건희 컬렉션',[대구=뉴시스]이무열 기자 = 29일 대구미술관에서 열린 ‘이건희 컬렉션’ 21점을 소개하는 특별전 '웰컴 홈: 향연(饗宴)'에 …뉴시스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/003/2021/06/29/10579184.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=003&aid=0010579184,뜨거운 관심  ‘이건희 컬렉션',[대구=뉴시스]이무열 기자 = 29일 대구미술관에서 열린 ‘이건희 컬렉션’ 21점을 소개하는 특별전 '웰컴 홈: 향연(饗宴)'에 …뉴시스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243685.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243685,France Banking,"JP Morgan CEO Jamie Dimon, center, French President Emmanuel Macron, le …AP연합뉴스1분전"
20210629,2,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243684.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243684,Sweden Politics,Sweden's Prime Minister Stefan Lofven holds a media conference in Stock …AP연합뉴스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243683.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243683,Virus Outbreak India,A health worker administers the Covishield vaccine during a special vac …AP연합뉴스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/077/2021/06/29/5243682.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=077&aid=0005243682,Virus Outbreak India,A health worker takes a nasal swab sample to test for COVID-19 in Hyder …AP연합뉴스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/001/2021/06/29/12492498.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=001&aid=0012492498,[1보] 오후 6시까지 서울 352명 확진…올해 최다,연합뉴스1분전
20210629,2,https://imgnews.pstatic.net/image/origin/421/2021/06/29/5445921.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=421&aid=0005445921,"아산시의회 맹의석 의원, 전국지역신문협회 의정대상 수상",(아산=뉴스1) 이시우 기자 = 아산시의회 맹의석 의원이 29일 서울한국프레스센터에서 열린 '제18회 지역신문의 날' 기념식에서 …뉴스11분전
20210629,2,https://imgnews.pstatic.net/image/origin/008/2021/06/29/4608918.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=008&aid=0004608918,"서울, 오후 6시까지 352명 확진…올 들어 첫 300명대 기록",서울시는 29일 자정부터 오후 6시까지 코로나19(COVID-19) 신규 확진자가 352명 발생했다고 밝혔다. 서울에서 하루 확 …머니투데이1분전
20210629,2,https://imgnews.pstatic.net/image/origin/056/2021/06/29/11072958.jpg?type=nf106_72,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=001&oid=056&aid=0011072958,유은혜 “거리두기 조정 때 등교 방식 변경 준비기간 명문화”,유은혜 사회부총리 겸 교육부 장관은 “사회적 거리두기 단계를 조정할 때 학사일정 변경 준비를 위한 기간 부여를 명문화하겠다”고  …KBS1분전
